Srno,TranslatedRecipeName,Cuisine,Course,Diet,Average_Resell_Price
2297,Braided Almond Roll Recipe,Continental,Snack,Vegetarian,30
2298,Maharashtrian Masale Baath Recipe - Spicy Vegetable Rice with Goda Masala,Indian,Dinner,Vegetarian,150
2299,Salted Caramel Sauce Recipe,Continental,Dessert,Vegetarian,50
2300,Karnataka Style Badanekai Yennegai Gojju Recipe (Stuffed Brinjal Recipe),North Karnataka,Lunch,Vegetarian,70
2301,Niramish Aloo Dum Sabzi (Recipe in Hindi),Indian,Lunch,Vegetarian,70
2302,Murg Anardana Recipe - Pomegranate Chicken In Yogurt Gravy,North Indian Recipes,Side Dish,Non Vegeterian,25
2303,Bell Pepper & Cheese Macaroni Recipe,Italian Recipes,Dinner,Vegetarian,150
2304,Udupi Style Sannappa Recipe (Brown Rice and Banana Fritters Recipe),Udupi,Snack,Vegetarian,30
2305,Hariyali Tawa Fish Fry Recipe,North Indian Recipes,Appetizer,High Protein Non Vegetarian,67
2306,Tomato All Recipes,Middle Eastern,Appetizer,Vegetarian,50
2307,Iyengar Bakery Khara Biscuit Recipe,South Indian Recipes,Snack,Vegetarian,30
2308,Cabbage Thoran / Poriyal Recipe - Cabbage Thoran Recipe,Kerala Recipes,Lunch,Vegetarian,70
2309,Grilled Hummus Paneer Bhurji Sandwich Recipe - Grilled Hummus Paneer Bhurji Sandwich Recipe,Fusion,Indian Breakfast,High Protein Vegetarian,27
2310,Fruit-Chia Rice paper rolls in a Mango Tahini Dipping sauce Recipe,Indian,Dessert,Vegetarian,50
2311, Carrot and Beans Thoran (Recipe In Hindi),Kerala Recipes,Dinner,Vegetarian,150
2312,Masoor Dal and Rajma Masala Recipe,North Indian Recipes,Dinner,High Protein Vegetarian,165
2313,Watermelon Margarita Granita Recipe,Continental,Side Dish,Vegetarian,20
2314, Andhra Red Chilli Chutney Recipe,Andhra,Side Dish,Vegetarian,20
2315,Thai Baked Chicken Satay Recipe With Thai Peanut Sauce,Thai,Appetizer,Non Vegeterian,62
2317,Mutton KM Samos Recipe-Meat Singara,Indian,Appetizer,Non Vegeterian,62
2321,Dhaba Style Green Moong Dal Tadka Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
2322,Carrot And Orange Loaf Cake Recipe,Continental,Snack,Eggetarian,34
2323,Orange Kulfi Recipe In Orange Shells,Indian,Dessert,Vegetarian,50
2324,Banana And Mango Smoothie Recipe,Continental,World Breakfast,Vegetarian,40
2325,Tandoori Paneer Samosa Recipe - With Baked Option,Indian,Snack,Vegetarian,30
2326,Goan Pumpkin Sabzi Recipe,Goan Recipes,Lunch,Vegetarian,70
2327,Pumpkin Halwa (Kaddu Ka Halwa) Recipe,Indian,Dessert,Vegetarian,50
2328,Spicy Schezwan Vegetable Noodles Recipe,Indo Chinese,Main Course,Vegetarian,100
2329,Maharashtrian Style Kakdichi Amti (Cucumber Gravy Recipe),Maharashtrian Recipes,Lunch,Vegetarian,70
2330,No Onion And No Garlic Aloo Gajar Matar Ki Sabzi Recipe,North Indian Recipes,Lunch,Vegetarian,70
2331,Tomato Chickpea and Coconut Soup Recipe,Continental,Appetizer,Vegetarian,50
2332,Pakki Mutton Biryani Recipe,Indian,One Pot Dish,Non Vegeterian,68
2333,Veg Chilli Milli Recipe,North Indian Recipes,Dinner,Vegetarian,150
2334,Kathal Biryani Recipe- Raw Jackfruit Biryani Topped with Caramelised Onions,Indian,Lunch,Vegetarian,70
2335,Strawberry and Avocado Caprese Salad Recipe,Italian Recipes,Side Dish,Vegetarian,20
2336,Malai Chickpea Kebab Recipe,North Indian Recipes,Snack,Vegetarian,30
2337,Aloo Poha Recipe - Potato Poha,Indian,Indian Breakfast,Vegetarian,25
2338,Penne Pasta Recipe In Spinach Pesto Sauce,Italian Recipes,Dinner,Vegetarian,150
2340,Arhar Ki Dal Recipe - Arhar Ki Dal with Lahsun Tadka,Awadhi,Lunch,High Protein Vegetarian,77
2341,No Onion No Garlic Aloo Gajar Ki Sabzi (Recipe in Hindi),Indian,Lunch,Vegetarian,70
2342,Instant Garlic Pickle Recipe,Indian,Side Dish,Vegetarian,20
2343,Bhoplyache Gharge Recipe (Maharashtrian Style Sweet Pumpkin Puris),Maharashtrian Recipes,Lunch,Vegetarian,70
2344,Little Millet Pudding Recipe- Kootiki / Sama Pudding,South Indian Recipes,Dessert,Vegetarian,50
2345,Brown Rice & Quinoa Risotto Recipe,Italian Recipes,Lunch,Vegetarian,70
2347,Sama Khichdi Recipe - Barnyard Millet Khichdi -Navratri Fasting - Vrat Recipe,Indian,Lunch,Vegetarian,70
2348,Gulab Jamun Recipe With Khoya,Indian,Dessert,Vegetarian,50
2350,Bakery Style Baked Nippattu Recipe,Indian,Snack,Vegetarian,30
2351,Besan Bread Toast Recipe On Tawa - Vegetarian French Toast,Indian,North Indian Breakfast,Vegetarian,35
2352,Baby Corn and Capsicum Masala Recipe - Baby Corn Capsicum Masala (Recipe in Hindi),North Indian Recipes,Side Dish,Vegetarian,20
2353,Paneer Kulcha Recipe-Cottage Cheese Stuffed Leavened Flatbread,North Indian Recipes,Dinner,Vegetarian,150
2355,Ragi and Oats Breakfast Bowl Recipe - Crunchy Ragi And Oats Breakfast Bowl Recipe,Continental,World Breakfast,Vegetarian,40
2356,Pudina Moong Dal Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
2357,Red Poha And Flax Seeds Ladoo Recipe,Indian,Dessert,Vegetarian,50
2358,Homemade Soft Idli Recipe - Steamed Rice and Lentil Cake,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,44
2360,Moong Dal Sookhi Sabzi (Recipe In Hindi),North Indian Recipes,Dinner,High Protein Vegetarian,165
2361,Goan Style Baby / Baby / Baby Recipe,Goan Recipes,Dessert,Eggetarian,57
2362,Vegan Chocolate Fudgesicles Recipe,Continental,Snack,Vegan,34
2363,Dhaba Style Green Moong Dal Tadka Recipe (Dhaba Style Green Moong Dal Tadka),North Indian Recipes,Lunch,High Protein Vegetarian,77
2365,Chicken Malai Kabab Recipe,North Indian Recipes,Appetizer,Non Vegeterian,62
2367,Bengali style meat broth recipe-mutton curry,Bengali Recipes,Dinner,Non Vegeterian,187
2368, Methi Matar Pulao (Recipe In Hindi),Indian,Lunch,Vegetarian,70
2369,Badam Sharbat Recipe - Almond Milk With Nuts & Spices,Indian,Snack,High Protein Vegetarian,33
2370,Spicy Rice Stuffed Paratha Recipe,Indian,Lunch,Vegetarian,70
2371,Maharashtrian Style Dashmi Roti Recipe (Jaggery Flatbread),Maharashtrian Recipes,Side Dish,Vegetarian,20
2372,Broccoli Paneer and Peanut Masala Recipe - Broccoli Paneer and Peanut Masala (Recipe in Hindi),Indian,Dinner,High Protein Vegetarian,165
2373,Stuffed Yellow Moong Dal And Onion Paratha Recipe,North Indian Recipes,North Indian Breakfast,Vegetarian,35
2374,Baked Banana Chips Recipe,Kerala Recipes,Snack,Vegetarian,30
2378,Tamil Nadu Style Pulses Broth Recipe - Fruit Lentil Surri,South Indian Recipes,Lunch,High Protein Vegetarian,77
2379,Soya Keema Masala Recipe,Indian,Dinner,High Protein Vegetarian,165
2381,Potato And Paneer Reuben Sandwich Recipe,Continental,World Breakfast,Vegetarian,40
2382,Mangalorean Chana Gassi Recipe,Mangalorean,Side Dish,High Protein Vegetarian,22
2384,Tisrayanche Suke Recipe (Goan Clams Dry),Goan Recipes,Side Dish,Non Vegeterian,25
2385,Eggless Spiced Carrot Olive Cake Recipe,Continental,Dessert,Vegetarian,50
2388,Stuffed Capsicum With Sweet Potato Recipe,Indian,Appetizer,Vegetarian,50
2389,Kumbakonam Filter Coffee Recipe,Tamil Nadu,South Indian Breakfast,Vegetarian,40
2390,Assamese Fish Fried Rice Recipe,Assamese,Dinner,High Protein Non Vegetarian,202
2392,Chettinad Style Puliogare Gojju Recipe,Chettinad,Main Course,Vegetarian,100
2393,Moong Sprouts Pulao Recipe,Indian,Lunch,Vegetarian,70
2394,Grated Cucumber Raita Recipe,Indian,Side Dish,Vegetarian,20
2395, Suran Fodi Recipe,Goan Recipes,Side Dish,Vegetarian,20
2397,Whole Wheat Stuffed Breadsticks Recipe,Continental,Appetizer,Vegetarian,50
2399,Andhra Style Makka Garelu Recipe (Corn Vada Recipe),Andhra,Snack,Vegetarian,30
2400,Pineapple Cucumber Salad Recipe With Lemon Dressing,Indian,Side Dish,Vegetarian,20
2401,Pull Apart Bread With Basil Pesto Recipe,Continental,Appetizer,Eggetarian,57
2402,Millet Pumpkin Bread Recipe - Millet Pumpkin Bread Recipe,North Indian Recipes,Lunch,No Onion No Garlic (Sattvic),70
2403,Fenugreek salt pare recipe,Indian,Snack,Vegetarian,30
2404,Mooli Ki Sabzi (Recipe In Hindi),Indian,Lunch,Vegetarian,70
2406,Recipe - Vegetables in Coconut Gravy,South Indian Recipes,Lunch,Vegetarian,70
2407,Easy Sabudana Vada With Arrowroot Powder Recipe,Maharashtrian Recipes,Snack,Vegetarian,30
2408,Cheese Balls With Capsicum Recipe,Continental,Appetizer,Vegetarian,50
2410,Andhra Style Pulihora Recipe (Spicy & Tangy Tamarind Rice),Andhra,Lunch,Vegetarian,70
2411,Sweet Potato Sabzi Recipe,Indian,Dinner,Vegetarian,150
2413,Achappam Recipe | Kerala Style Fried Rose Cookies,Kerala Recipes,Snack,Vegetarian,30
2414,Kerala Style Mutton Stew Recipe,Kerala Recipes,Lunch,Non Vegeterian,87
2415,Vazhaipoo Vadai Recipe (Banana Flower Fried Savoury Snack),South Indian Recipes,Snack,Vegetarian,30
2416,Khira Gaintha Recipe - Rice Dumplings In Sweetened Milk,Indian,Dessert,Vegetarian,50
2417,Foxtail Millet Nucchina Unde Recipe (Foxtail Millet and Lentil Dumplings),South Indian Recipes,Snack,Vegetarian,30
2418,Senai Pachadi Recipe (Elephant or Raita),Indian,Side Dish,Vegetarian,20
2419,Punjabi Style Tinda Sabzi Recipe - Punjabi Style Tinda Sabzi Recipe,Punjabi,Lunch,Vegetarian,70
2420,Pumpkin Stew With Chickpeas Recipe,African,Main Course,Vegetarian,100
2421,Schezwan Style Chinese Veg Samosa Recipe - Roz Ka Khana with Figaro Olive Oil,North Indian Recipes,Snack,Vegetarian,30
2422,Mexican Sizzler Recipe,Mexican,Lunch,Vegetarian,70
2423,Pudina Rasam Recipe - Mint Leaves Rasam,Tamil Nadu,Lunch,Vegetarian,70
2424,Dry Moong Palak Dal Recipe - Sookhi Moong Palak Dal (Recipe),North Indian Recipes,Side Dish,High Protein Vegetarian,22
2425,Ceylon Egg Parotta Recipe,Sri Lankan,Snack,Eggetarian,34
2427,Tomato Tarts Recipe,Continental,Lunch,Vegetarian,70
2428,Eggless Saffron Laced Almond Cookies Recipe,Continental,Snack,Vegetarian,30
2430,Aubergine Layered Baked Corn Cheese Quinoa Pasta Recipe,Italian Recipes,Lunch,Vegetarian,70
2431,Corn Okra Recipe,Punjabi,Lunch,Vegetarian,70
2432,Broccoli Cheese Mayo Sandwich Recipe,Continental,Snack,High Protein Vegetarian,33
2433,Pesto Pizza With Mushroom And Bell Pepper Recipe,Italian Recipes,Lunch,Vegetarian,70
2435,Broccoli Capsicum Pulao Recipe,Indian,Lunch,Vegetarian,70
2437,Maple Roasted Cinnamon Spiced Latte Recipe,Continental,Appetizer,Vegetarian,50
2438,Raw Mango Coconut Chutney Recipe,South Indian Recipes,Side Dish,Vegetarian,20
2439,Nolen Chawal Bhog Recipe (Rice Pudding With Nolen Jaggery),Bengali Recipes,Dessert,Vegetarian,50
2440,Makhana Aloo Tikki Recipe (Spiced Lotus Seed Patties Recipe),North Indian Recipes,Snack,Vegetarian,30
2442,Peanut Chutney Podi Recipe,Karnataka,Side Dish,Vegetarian,20
2443,Chicken Pasanda Recipe,Mughlai,Lunch,Non Vegeterian,87
2444,Udupi Style Sambar Recipe - Masala Huli With Mixed Vegetables,Udupi,Side Dish,Vegetarian,20
2445,Tandoori Potato Wedges Recipe,Fusion,Appetizer,Vegetarian,50
2447,Hariyali Chicken Tikka Recipe,North Indian Recipes,Appetizer,High Protein Non Vegetarian,67
2448,Homemade Low Fat Strawberry Frozen Yogurt Recipe,Continental,Dessert,Vegetarian,50
2449,Semma Rice Coconut Milk Sauce Recipe- Red Rice Sauce,Kerala Recipes,Dessert,Vegetarian,50
2450,Badam Milk Recipe - Almond Milk,Indian,Side Dish,Vegetarian,20
2451,Spicy Potato Chutney Sandwich Recipe,Fusion,Snack,Vegetarian,30
2452,Andhra Style Urlugadda Munagakaya Charu Recipe - Potato And Drumstick Gravy,Andhra,Side Dish,Vegetarian,20
2453,Shredded Mutton With Caramelized Onions Recipe,Indian,Dinner,Non Vegeterian,187
2455,Buttered Broccoli Poriyal Sabzi Recipe - Finger Food For Babies And Toddlers,Continental,Side Dish,High Protein Vegetarian,22
2456,Kathirikai Poondu Pirattal Recipe - South Indian Style Brinjal Stir Fry With Garlic,Chettinad,Lunch,Vegetarian,70
2457,Roasted Carrot & Green Pepper Hummus Recipe,Middle Eastern,Side Dish,Vegetarian,20
2459,Broken Wheat and Mixed Millet Upma Recipe,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,46
2460,Herb & Cheese Mushroom Omelette Recipe,Continental,World Breakfast,Eggetarian,46
2461,Quick And Easy Baked Beans Shakshuka Recipe,Middle Eastern,Dinner,Eggetarian,172
2462,Bengali Aloo Jhinge Posto Curry Recipe (Potato and Ridge Gourd Curry),Bengali Recipes,Lunch,Vegetarian,70
2464,Bhogichi Bhaji Recipe (Maharashtrian Mixed Vegetable Stir Fry),Maharashtrian Recipes,Lunch,Vegetarian,70
2466,Sweet Corn And Raw Mango Salad Recipe,Indian,Side Dish,Vegetarian,20
2467,Crunchy Creamy Coleslaw Recipe,Continental,Side Dish,Vegetarian,20
2468,Maharastrian Style Bharli Bhindi Recipe - Stuffed Bhindi With Coconut,Maharashtrian Recipes,Side Dish,Vegetarian,20
2469,Mixed Vegetable Akki Roti Recipe,North Karnataka,South Indian Breakfast,Gluten Free,48
2470,Bitter Gourd Peel Puri Recipe,North Indian Recipes,Side Dish,Vegetarian,20
2471,"Green Apple, Radish & Pepper Salad Recipe",Continental,Appetizer,Vegetarian,50
2473,Mangalore Cucumber Chana Dal Subzi Recipe,Mangalorean,Lunch,Vegetarian,70
2475,Bitter gourd poriel recipe - Pavakkai Poriyal Recipe,South Indian Recipes,Side Dish,Vegetarian,20
2477,Bengali wash recipe,Bengali Recipes,Side Dish,No Onion No Garlic (Sattvic),20
2478,Mushroom Curry Recipe,North Indian Recipes,Dinner,Vegetarian,150
2479, Vagharela Chawal Recipe,Parsi Recipes,Main Course,Vegetarian,100
2480,Pudina Sooji & Oats Dhokla Recipe - Steamed Semolina Cake With Oats & Mint Leaves,Gujarati Recipes?,North Indian Breakfast,Vegetarian,35
2481,Rajma and Corn Salad Recipe,Indian,Side Dish,High Protein Vegetarian,22
2482,Awadhi Style Taheri (Recipe In Hindi),Awadhi,Lunch,Vegetarian,70
2483,Besan Katli Ki Sabzi Recipe,Uttar Pradesh,Lunch,Vegetarian,70
2486,Bengali Style Khichuri Aar Labra Recipe-Khichdi And Mixed Vegetables,Bengali Recipes,Main Course,Vegetarian,100
2487,Parwal Ki Mithai Recipe -Pointed Gourd Sweet,North Indian Recipes,Dessert,Vegetarian,50
2488,Chicken & Bell Pepper Skewers Recipe,Continental,Appetizer,Non Vegeterian,62
2489,Broken Wheat And Apple Porridge Recipe,Continental,World Breakfast,Diabetic Friendly,46
2490,Chocolate Banana Smoothie Bowl Recipe - Chocolate Banana Smoothie Bowl Recipe,Continental,World Breakfast,High Protein Vegetarian,44
2491,Classic Banana Walnut Steamed Bread Recipe in Preethi Electric Pressure Cooker,Continental,Dessert,Eggetarian,57
2492,Pathare Prabhu Roath Recipe (Semolina Cake),Maharashtrian Recipes,Snack,Vegetarian,30
2493,Mee Bakso Recipe - Indonesian Meatball Noodle Soup,Asian,Appetizer,Non Vegeterian,62
2494,Zesty Fish Quiche Recipe Flavored With Cheesy Garlic Mayo,French,Appetizer,Non Vegeterian,62
2495,Ice Cream Cake Recipe With Chocolate Mocha Frosting,Continental,Dessert,Vegetarian,50
2497,Spinach & Apple Salad Recipe With Orange Dressing,Continental,Appetizer,Vegan,57
2498,Homemade Roasted Bell Pepper Pasta Sauce Recipe,Italian Recipes,Dinner,Vegetarian,150
2499,Kacche Aam Ki Launji Recipe,Rajasthani,Side Dish,Vegetarian,20
2500,Lemongrass Tomato Corn Soup Recipe,Continental,Appetizer,Vegetarian,50
2501,Mulangi Thoran Recipe - Radish Stir Fry With Coconut,Kerala Recipes,Lunch,Vegetarian,70
2502,Bellada Coffee Recipe With Milk (Karnataka Style Filter Coffee With Jaggery),Karnataka,Vegetarian,Vegetarian,45
2503,Kadhi Pakora Recipe,Punjabi,Dinner,Vegetarian,150
2504,Spicy Potato Wraps Recipe,Fusion,Lunch,Vegetarian,70
2505, Bitter Gourd Chips Recipe,Indian,Snack,Vegetarian,30
2506,Beetroot Rosti Recipe,European,Brunch,Vegetarian,30
2507,Stuffed Mushrooms With Spinach & Parmesan Recipe,Continental,Appetizer,Vegetarian,50
2508,Broccoli Cream Kofta Recipe,Lucknowi,Side Dish,No Onion No Garlic (Sattvic),20
2509,Sweet Potato Flatbread Recipe - Sweet Potato Chapati,Indian,Indian Breakfast,Vegetarian,25
2510,Kerala Style Appam Recipe Without Yeast,Kerala Recipes,South Indian Breakfast,Gluten Free,48
2511, Senai Kizhangu Varuval Recipe,South Indian Recipes,Lunch,Vegetarian,70
2512,Eggless Peach Cobbler Recipe,Continental,Dinner,Vegetarian,150
2514,Chicken And Egg Soup Recipe,Chinese,Appetizer,Eggetarian,57
2515,Tomato Chole Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
2516,Horsegram Dal Recipe - Kulith/Kollu Dal,Indian,Lunch,High Protein Vegetarian,77
2517,Herbed Muffins With Cheese Recipe,Continental,Snack,Vegetarian,30
2518, Broccoli Rava Idli Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
2519,Kobbari Charu Recipe - Coconut Milk & Dal Sambar Recipe,South Indian Recipes,Lunch,High Protein Vegetarian,77
2521,Eggless Dark Chocolate Cookies With Almonds Recipe,Continental,Snack,Vegetarian,30
2522,Super Food Green Smoothie Recipe With Greek Yogurt Papaya Spirulina & Wheat Grass,Continental,Snack,High Protein Vegetarian,33
2523,Sweet Lime Soda Recipe,Indian,Snack,Vegetarian,30
2524,Konaseema Kodi Kura Recipe - Andhra Style Chicken Curry,Andhra,Dinner,High Protein Non Vegetarian,202
2526,Malai Kofta Curry Recipe - Creamy and Healthy Paneer Aloo Kofta Curry,North Indian Recipes,Main Course,Vegetarian,100
2528,Achari Masala Powder Recipe,North Indian Recipes,Main Course,Vegetarian,100
2529,Konkani Style Alasande Randayi Recipe-Black Eyed Beans and Yam Gravy,Konkan,Lunch,Vegetarian,70
2530,Sweet And Spicy Tofu Salad With Beetroot Recipe,Continental,Dinner,High Protein Vegetarian,165
2531,Madras Lamb Curry Recipe,South Indian Recipes,Lunch,Non Vegeterian,87
2532,Moolangi Tovve Recipe - Radish Curry,South Indian Recipes,Lunch,Vegetarian,70
2533, Aloo Simla Mirch Ki Sabzi (Recipe In Hindi),Gujarati Recipes?,Lunch,Vegetarian,70
2534,Carrot And Broccoli Poriyal Recipe,Tamil Nadu,Lunch,Vegetarian,70
2535,Cabbage & Buttermilk Curry Recipe,Indian,Lunch,Gluten Free,84
2536,Kheel Paniyaram Recipe (Puffed Rice Paniyaram),South Indian Recipes,Snack,Vegetarian,30
2537,Dhaba Style Dal Fry Recipe,North Indian Recipes,Lunch,Vegetarian,70
2538,Ragi Onion Uttapam Recipe - Wholesome Breakfast Recipe,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,44
2539,Sabudana Vada Recipe - Deep Fried Sago Patties/Cutlets,Indian,Snack,Vegetarian,30
2540,"Ragi, Wheat & Oat Waffles Recipe With Maple Syrup",Continental,World Breakfast,Eggetarian,46
2541,Oats and Vegetable Kebab Recipe,North Indian Recipes,Snack,Vegetarian,30
2542, Chana Methi Dal (Recipe In Hindi),North Indian Recipes,Side Dish,High Protein Vegetarian,22
2543,Creamy Alfredo Cauliflower Pasta Recipe,Italian Recipes,Lunch,Vegetarian,70
2544,Nolen Gurer Payesh Recipe,Bengali Recipes,Dessert,Vegetarian,50
2547,Akuri Recipe (Parsi Style Seasoned Scrambled Eggs),Parsi Recipes,North Indian Breakfast,Eggetarian,40
2548,Gujarati Mooli Bajra Muthia Recipe - Radish And Bajra-Besan Dmplings,Gujarati Recipes?,Snack,Vegetarian,30
2551,Spicy Chana Chaat Frankie Recipe,North Indian Recipes,Snack,Vegetarian,30
2552,Chow Chow Milagu Kootu Recipe-Chayote Squash Cooked in Peppery Lentil Curry,South Indian Recipes,Dinner,Vegetarian,150
2554,Panjiri Recipe - Healthy Punjabi Dry Fruit Snack,Punjabi,Snack,Vegetarian,30
2556,Overnight Oats Recipe (No Cook Blueberry Vanilla and Chia seeds Oatmeal),Continental,World Breakfast,Gluten Free,48
2557, Matar Poha (Recipe In Hindi),North Indian Recipes,North Indian Breakfast,Vegetarian,35
2558,Baked Lebanese Pumpkin Kibbi Recipe,Middle Eastern,Appetizer,Vegetarian,50
2560,Cheese Garlic Naan Recipe,North Indian Recipes,Main Course,Vegetarian,100
2561,Andhra Style Green Chilli Chicken Recipe,Andhra,Dinner,High Protein Non Vegetarian,202
2563,Paneer Biryani Recipe,Indian,Lunch,High Protein Vegetarian,77
2565,Ilish Pulao Recipe - Bengali Style Hilsa Fish Pilaf,Bengali Recipes,Main Course,High Protein Non Vegetarian,135
2566,Nihari Gosht Recipe,Awadhi,Lunch,High Protein Non Vegetarian,94
2567,Nankhatai Recipe - A Spiced Eggless Indian Cookie,Indian,Snack,Vegetarian,30
2568,Chickpea Flour Crepes Recipe With Salad And Chutney Spread,Continental,World Breakfast,Gluten Free,48
2569,Tamil Nadu Style Paneer Kurma Recipe,Tamil Nadu,Lunch,High Protein Vegetarian,77
2570,Pudina Buttermilk Recipe,North Indian Recipes,Appetizer,Vegetarian,50
2571,Mushroom And Quail Egg Gougere Recipe,French,World Breakfast,Eggetarian,46
2572,Kashmiri Paneer Gravy Recipe,Kashmiri,Main Course,Vegetarian,100
2573,Spicy Onion Tomato Masala Sandwich Recipe,Fusion,Snack,Vegetarian,30
2574, Chickpea Soup Recipe,North Indian Recipes,Dinner,High Protein Vegetarian,165
2576,Crispy Oven Roasted Curried Chickpeas Recipe,Indian,Snack,High Protein Vegetarian,33
2577,Rose Flavoured Shahi Tukda Recipe,Hyderabadi,Dessert,Vegetarian,50
2579,Watermelon Rasam Recipe,South Indian Recipes,Lunch,Vegetarian,70
2580,Bannada Saute Majjige Huli Recipe (Malabar Cucumber Mor Kuzhambu),Malabar,Lunch,Vegetarian,70
2581,Papaya Sorbet Recipe,Continental,Dessert,Vegetarian,50
2582,Tamatar Gosht Recipe-Mutton In Tomato Curry,North Indian Recipes,Dinner,Non Vegeterian,187
